graduation_year,education_level,course_group,first_job_level,first_job_sector,qualification_requirement,first_job_via_nysc,employer_valued_factor,course_preparation_score,employability_skill_count,problem_solving_skill,communication_skill,first_monthly_income_ngn
2013,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Formal requirement,No,Academic credential,2,2,True,False,225000.0
2017,Bachelor's degree,Engineering and built environment,Experienced/professional,"Engineering, construction and energy",Not required,Not completed,Academic credential,3,1,False,False,35000.0
2016,Bachelor's degree,Other,Entry level,Health,Not required,No,Subject studied,4,6,True,True,35000.0
2013,Bachelor's degree,Social sciences,Clerical and administrative,Trade and services,Not required,No,No single factor,1,6,True,True,10000.0
2015,Bachelor's degree,Social sciences,Entry level,Finance and consulting,Formal requirement,No,Academic credential,2,3,False,True,75000.0
2015,Bachelor's degree,Business and economics,Clerical and administrative,Other,Not required,Yes,Subject studied,4,1,False,False,10000.0
2015,Bachelor's degree,Social sciences,Entry level,"Media, marketing and creative",Formal requirement,Yes,Unknown,3,5,False,True,75000.0
2016,Bachelor's degree,"Arts, communication and humanities",Entry level,Trade and services,Gave an advantage,No,Internship or practical experience,3,4,False,True,75000.0
2017,Bachelor's degree,Social sciences,Clerical and administrative,Technology and telecommunications,Gave an advantage,No,Internship or practical experience,1,1,False,True,35000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Formal requirement,Not completed,Subject studied,2,2,True,False,75000.0
2015,Higher National Diploma (HND),Business and economics,Clerical and administrative,Education,Unknown,Yes,Academic credential,3,1,False,False,35000.0
2015,Bachelor's degree,Other,Clerical and administrative,Trade and services,Formal requirement,No,Academic credential,3,4,True,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Technology and telecommunications,Formal requirement,Not completed,Subject studied,2,1,False,False,35000.0
2013,Bachelor's degree,Law,Managerial,Technology and telecommunications,Formal requirement,No,No single factor,3,4,True,True,275000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Gave an advantage,No,Academic credential,2,1,False,False,35000.0
2016,Higher National Diploma (HND),Engineering and built environment,Entry level,Education,Formal requirement,No,Subject studied,3,1,False,False,10000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Formal requirement,Yes,Subject studied,3,6,True,True,75000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Not required,No,Academic credential,3,2,True,True,35000.0
2014,Bachelor's degree,Technology and computing,Clerical and administrative,Other,Not required,No,Academic credential,1,3,False,True,10000.0
2013,Bachelor's degree,Social sciences,Entry level,Education,Gave an advantage,Yes,Subject studied,3,3,False,True,35000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,Finance and consulting,Formal requirement,Not completed,No single factor,4,1,False,False,175000.0
2016,Master's degree,Engineering and built environment,Experienced/professional,"Engineering, construction and energy",Not required,No,Skills and prior experience,3,6,True,True,125000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Formal requirement,No,Subject studied,4,6,True,True,75000.0
2016,Bachelor's degree,Health and life sciences,Clerical and administrative,Other,Not required,Yes,Internship or practical experience,4,5,True,True,35000.0
2017,Bachelor's degree,Social sciences,Entry level,"Media, marketing and creative",Gave an advantage,No,Other,2,1,False,False,35000.0
2017,Bachelor's degree,Social sciences,Experienced/professional,Health,Not required,Not completed,Academic credential,1,0,False,False,35000.0
2017,MBA degree,Business and economics,Entry level,Finance and consulting,Not required,No,Academic credential,3,1,True,False,75000.0
2015,Master's degree,"Arts, communication and humanities",Entry level,Education,Not required,Yes,Academic credential,4,4,True,True,10000.0
2016,Master's degree,Social sciences,Experienced/professional,Finance and consulting,Formal requirement,Not completed,Skills and prior experience,4,6,True,True,275000.0
2014,Bachelor's degree,Social sciences,Clerical and administrative,Finance and consulting,Formal requirement,No,No single factor,1,2,False,False,35000.0
2013,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Formal requirement,No,Other,2,4,False,True,35000.0
2013,Master's degree,Technology and computing,Entry level,"Engineering, construction and energy",Formal requirement,No,No single factor,3,3,False,True,35000.0
2013,Master's degree,Technology and computing,Clerical and administrative,Education,Not required,No,Unknown,1,3,False,True,35000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Formal requirement,Yes,Internship or practical experience,2,1,False,False,75000.0
2013,Bachelor's degree,Health and life sciences,Clerical and administrative,Other,Formal requirement,No,Academic credential,2,1,True,False,35000.0
2013,Bachelor's degree,Health and life sciences,Entry level,Technology and telecommunications,Formal requirement,No,Other,2,1,False,False,75000.0
2015,Bachelor's degree,Business and economics,Clerical and administrative,Education,Formal requirement,Yes,Unknown,3,1,True,False,35000.0
2017,Bachelor's degree,Business and economics,Entry level,Technology and telecommunications,Formal requirement,Not completed,Unknown,3,1,False,False,35000.0
2014,Bachelor's degree,Business and economics,Entry level,Public and nonprofit,Not required,Yes,Academic credential,4,4,True,True,10000.0
2013,Master's degree,Business and economics,Entry level,Education,Formal requirement,Yes,Subject studied,4,6,True,True,10000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,Finance and consulting,Gave an advantage,No,No single factor,4,6,True,True,35000.0
2013,Higher National Diploma (HND),Business and economics,Entry level,Technology and telecommunications,Gave an advantage,No,Skills and prior experience,1,5,True,True,35000.0
2014,Bachelor's degree,Technology and computing,Entry level,Trade and services,Formal requirement,No,Academic credential,2,5,True,True,75000.0
2014,Bachelor's degree,Other,Experienced/professional,Trade and services,Gave an advantage,Yes,Unknown,4,1,False,False,75000.0
2014,Bachelor's degree,Engineering and built environment,Experienced/professional,Technology and telecommunications,Formal requirement,No,Academic credential,3,6,True,True,75000.0
2013,Bachelor's degree,Education,Clerical and administrative,Health,Formal requirement,No,Academic credential,3,1,False,True,35000.0
2017,Bachelor's degree,Health and life sciences,Clerical and administrative,Other,Formal requirement,Not completed,Subject studied,3,6,True,True,35000.0
2014,Master's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Not required,No,Internship or practical experience,4,4,True,True,35000.0
2013,Bachelor's degree,Business and economics,Clerical and administrative,Education,Formal requirement,No,Skills and prior experience,1,1,False,False,35000.0
2017,Bachelor's degree,Engineering and built environment,Entry level,Education,Gave an advantage,Not completed,No single factor,3,6,True,True,10000.0
2016,Bachelor's degree,Technology and computing,Entry level,"Media, marketing and creative",Not required,No,Subject studied,1,4,False,True,35000.0
2017,Bachelor's degree,Social sciences,Clerical and administrative,Trade and services,Gave an advantage,Not completed,Internship or practical experience,3,5,True,True,35000.0
2015,Bachelor's degree,Other,Entry level,"Engineering, construction and energy",Gave an advantage,No,Academic credential,3,6,True,True,10000.0
2015,Bachelor's degree,Other,Experienced/professional,Education,Not required,Yes,Academic credential,4,1,False,True,10000.0
2013,Bachelor's degree,Business and economics,Entry level,"Engineering, construction and energy",Formal requirement,No,Skills and prior experience,4,1,False,False,35000.0
2015,Bachelor's degree,Technology and computing,Managerial,Trade and services,Not required,No,Internship or practical experience,4,3,True,False,35000.0
2013,Bachelor's degree,Social sciences,Entry level,Finance and consulting,Formal requirement,No,Academic credential,2,1,False,True,75000.0
2016,Bachelor's degree,Social sciences,Entry level,Technology and telecommunications,Not required,Not completed,Internship or practical experience,3,1,False,False,75000.0
2014,Bachelor's degree,Engineering and built environment,Experienced/professional,Technology and telecommunications,Not required,No,Internship or practical experience,4,2,False,True,75000.0
2013,Bachelor's degree,Technology and computing,Entry level,Education,Not required,No,Academic credential,3,3,True,False,10000.0
2014,Bachelor's degree,Education,Entry level,"Media, marketing and creative",Formal requirement,No,Skills and prior experience,3,6,True,True,35000.0
2015,Bachelor's degree,Technology and computing,Clerical and administrative,Finance and consulting,Gave an advantage,No,Other,2,1,False,False,35000.0
2015,Bachelor's degree,Social sciences,Entry level,Trade and services,Formal requirement,No,Skills and prior experience,3,3,False,True,75000.0
2017,Bachelor's degree,"Arts, communication and humanities",Managerial,Trade and services,Not required,No,Skills and prior experience,3,6,True,True,35000.0
2015,Bachelor's degree,Engineering and built environment,Clerical and administrative,Other,Formal requirement,Yes,Skills and prior experience,2,1,True,False,35000.0
2013,Master's degree,Business and economics,Experienced/professional,Health,Not required,No,Subject studied,2,1,False,False,125000.0
2015,Bachelor's degree,Engineering and built environment,Experienced/professional,Trade and services,Not required,No,Internship or practical experience,2,1,False,True,10000.0
2013,Bachelor's degree,Other,Clerical and administrative,Education,Formal requirement,No,Internship or practical experience,3,1,False,False,10000.0
2017,Bachelor's degree,Social sciences,Clerical and administrative,Education,Not required,Not completed,Unknown,3,1,True,False,10000.0
2016,Bachelor's degree,Social sciences,Clerical and administrative,Education,Formal requirement,No,Subject studied,4,1,False,False,35000.0
2013,Bachelor's degree,Business and economics,Entry level,Education,Formal requirement,No,Internship or practical experience,2,2,True,False,75000.0
2013,Bachelor's degree,Engineering and built environment,Entry level,Finance and consulting,Formal requirement,No,Subject studied,1,4,True,True,75000.0
2016,Bachelor's degree,Health and life sciences,Managerial,Other,Formal requirement,Not completed,Academic credential,2,1,False,False,35000.0
2014,Bachelor's degree,Other,Clerical and administrative,Other,Not required,Yes,Unknown,2,1,False,False,10000.0
2017,Bachelor's degree,Technology and computing,Entry level,Other,Not required,Not completed,No single factor,2,1,False,False,10000.0
2014,Ordinary National Diploma (OND),Technology and computing,Experienced/professional,Technology and telecommunications,Formal requirement,Not completed,Internship or practical experience,4,5,True,True,10000.0
2016,Bachelor's degree,Business and economics,Entry level,Education,Formal requirement,No,Subject studied,3,1,False,False,10000.0
2013,Master's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Gave an advantage,No,Subject studied,2,4,True,True,75000.0
2016,Bachelor's degree,Law,Entry level,Finance and consulting,Not required,Yes,Subject studied,4,6,True,True,10000.0
2017,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Not required,Not completed,Academic credential,3,6,True,True,10000.0
2015,Bachelor's degree,Technology and computing,Entry level,Trade and services,Gave an advantage,No,No single factor,2,5,True,True,35000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Not required,Yes,Academic credential,3,4,False,True,10000.0
2014,Ordinary National Diploma (OND),Engineering and built environment,Managerial,Other,Not required,No,No single factor,2,1,True,False,35000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Gave an advantage,No,No single factor,4,4,True,False,35000.0
2017,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Not required,Not completed,Skills and prior experience,4,2,False,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Not required,No,No single factor,1,2,False,False,75000.0
2015,Bachelor's degree,Business and economics,Entry level,"Engineering, construction and energy",Formal requirement,Not completed,Academic credential,2,1,False,False,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Other,Formal requirement,No,Subject studied,1,1,True,False,75000.0
2015,Bachelor's degree,Other,Entry level,"Engineering, construction and energy",Formal requirement,No,Academic credential,2,1,False,False,35000.0
2015,Bachelor's degree,Health and life sciences,Entry level,Health,Formal requirement,No,Subject studied,3,3,True,False,175000.0
2016,Bachelor's degree,Other,Entry level,Other,Not required,Yes,No single factor,1,1,True,False,10000.0
2017,Bachelor's degree,Other,Clerical and administrative,Public and nonprofit,Formal requirement,Not completed,Internship or practical experience,3,4,False,True,35000.0
2015,Bachelor's degree,Business and economics,Entry level,Other,Gave an advantage,No,Subject studied,4,6,True,True,35000.0
2017,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Formal requirement,No,Internship or practical experience,4,6,True,True,35000.0
2015,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Formal requirement,No,No single factor,3,4,False,True,125000.0
2014,Bachelor's degree,Health and life sciences,Entry level,Finance and consulting,Formal requirement,No,Academic credential,1,0,False,False,75000.0
2016,Bachelor's degree,Social sciences,Entry level,Other,Gave an advantage,Yes,Other,3,6,True,True,35000.0
2014,Bachelor's degree,"Arts, communication and humanities",Entry level,Technology and telecommunications,Not required,No,Academic credential,3,1,True,False,75000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,Education,Gave an advantage,No,Subject studied,3,3,True,False,35000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Formal requirement,No,No single factor,1,3,True,False,75000.0
2013,MBA degree,Business and economics,Clerical and administrative,Finance and consulting,Gave an advantage,No,Internship or practical experience,4,1,False,False,75000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,Trade and services,Formal requirement,No,Subject studied,3,3,True,False,35000.0
2015,Bachelor's degree,"Arts, communication and humanities",Entry level,Other,Formal requirement,No,Subject studied,3,3,False,True,75000.0
2017,Higher National Diploma (HND),Business and economics,Clerical and administrative,"Engineering, construction and energy",Formal requirement,Not completed,Subject studied,3,1,False,False,35000.0
2013,Bachelor's degree,Technology and computing,Managerial,Education,Formal requirement,No,Subject studied,2,2,False,True,75000.0
2015,Bachelor's degree,Business and economics,Clerical and administrative,Trade and services,Gave an advantage,No,Academic credential,3,3,True,True,35000.0
2016,Bachelor's degree,Health and life sciences,Entry level,Health,Formal requirement,No,Unknown,3,5,True,True,75000.0
2014,Master's degree,Technology and computing,Entry level,Other,Not required,No,Subject studied,4,5,True,True,10000.0
2015,Bachelor's degree,Health and life sciences,Entry level,Technology and telecommunications,Formal requirement,No,Internship or practical experience,3,5,True,True,10000.0
2017,Bachelor's degree,Education,Entry level,Education,Formal requirement,No,No single factor,2,1,False,True,10000.0
2017,Higher National Diploma (HND),Technology and computing,Experienced/professional,Technology and telecommunications,Not required,Not completed,No single factor,4,1,False,False,275000.0
2016,Bachelor's degree,Social sciences,Experienced/professional,Other,Not required,Not completed,Academic credential,3,6,True,True,275000.0
2016,Bachelor's degree,Business and economics,Clerical and administrative,Education,Formal requirement,No,Unknown,3,2,True,False,10000.0
2015,Bachelor's degree,Business and economics,Entry level,Education,Formal requirement,No,Academic credential,3,5,True,True,35000.0
2015,Ordinary National Diploma (OND),Engineering and built environment,Entry level,Trade and services,Formal requirement,No,Subject studied,4,1,False,False,125000.0
2013,MBA degree,Business and economics,Entry level,"Media, marketing and creative",Formal requirement,No,No single factor,1,3,False,True,35000.0
2017,Bachelor's degree,Business and economics,Entry level,"Engineering, construction and energy",Formal requirement,Not completed,Internship or practical experience,2,4,False,True,75000.0
2014,Bachelor's degree,Other,Entry level,Finance and consulting,Gave an advantage,No,No single factor,1,5,True,True,75000.0
2014,Bachelor's degree,Other,Entry level,Trade and services,Formal requirement,No,Unknown,3,3,False,True,35000.0
2014,Bachelor's degree,"Arts, communication and humanities",Clerical and administrative,"Media, marketing and creative",Gave an advantage,No,Internship or practical experience,3,3,False,True,35000.0
2015,Bachelor's degree,Engineering and built environment,Entry level,Finance and consulting,Formal requirement,No,Unknown,3,6,True,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Formal requirement,No,Academic credential,3,1,False,False,35000.0
2013,Bachelor's degree,Business and economics,Managerial,Technology and telecommunications,Not required,No,No single factor,4,5,True,True,75000.0
2017,Bachelor's degree,"Arts, communication and humanities",Entry level,"Media, marketing and creative",Formal requirement,Not completed,No single factor,3,6,True,True,35000.0
2013,Bachelor's degree,Engineering and built environment,Entry level,Education,Formal requirement,No,Internship or practical experience,1,1,False,True,35000.0
2014,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Gave an advantage,No,Other,3,3,True,False,10000.0
2015,Bachelor's degree,Business and economics,Entry level,Trade and services,Formal requirement,Yes,Unknown,3,4,False,True,35000.0
2015,Bachelor's degree,Health and life sciences,Entry level,Education,Not required,No,Internship or practical experience,2,4,False,True,35000.0
2013,Higher National Diploma (HND),"Arts, communication and humanities",Entry level,Trade and services,Formal requirement,No,Academic credential,1,1,False,False,75000.0
2017,Bachelor's degree,Engineering and built environment,Entry level,Other,Not required,Not completed,Unknown,2,4,False,True,35000.0
2014,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Formal requirement,No,Academic credential,3,5,True,True,75000.0
2013,Ordinary National Diploma (OND),Other,Entry level,Other,Not required,No,Internship or practical experience,1,5,True,True,10000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,Education,Formal requirement,No,Skills and prior experience,1,1,False,False,10000.0
2017,Bachelor's degree,"Arts, communication and humanities",Entry level,Finance and consulting,Formal requirement,Not completed,Other,2,2,False,True,75000.0
2014,Higher National Diploma (HND),Engineering and built environment,Clerical and administrative,Education,Not required,No,Academic credential,4,3,True,False,35000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Formal requirement,No,No single factor,4,6,True,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Formal requirement,No,Internship or practical experience,3,6,True,True,75000.0
2016,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Formal requirement,No,No single factor,3,2,False,True,175000.0
2016,Bachelor's degree,Business and economics,Entry level,Trade and services,Formal requirement,Yes,Academic credential,4,6,True,True,35000.0
2016,Bachelor's degree,"Arts, communication and humanities",Entry level,Other,Gave an advantage,No,Other,4,6,True,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Technology and telecommunications,Not required,Not completed,Internship or practical experience,3,4,False,True,75000.0
2016,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Formal requirement,No,Academic credential,3,6,True,True,125000.0
2014,Master's degree,Technology and computing,Entry level,Technology and telecommunications,Formal requirement,No,Subject studied,3,1,False,False,35000.0
2017,Bachelor's degree,Technology and computing,Entry level,"Engineering, construction and energy",Gave an advantage,No,No single factor,1,0,False,False,75000.0
2017,Bachelor's degree,Health and life sciences,Entry level,Trade and services,Not required,Not completed,Other,1,2,False,True,35000.0
2016,Bachelor's degree,"Arts, communication and humanities",Entry level,Technology and telecommunications,Not required,Not completed,No single factor,1,0,False,False,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Trade and services,Formal requirement,No,Academic credential,3,1,False,False,35000.0
2016,Bachelor's degree,Law,Entry level,Other,Formal requirement,No,Academic credential,3,1,False,False,35000.0
2017,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Formal requirement,Not completed,Academic credential,4,6,True,True,35000.0
2016,Bachelor's degree,Engineering and built environment,Clerical and administrative,Other,Not required,No,No single factor,1,4,True,False,10000.0
2017,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Gave an advantage,Not completed,No single factor,1,4,True,True,35000.0
2015,Bachelor's degree,Business and economics,Clerical and administrative,Health,Gave an advantage,Yes,Academic credential,4,1,False,False,35000.0
2017,Bachelor's degree,Other,Managerial,Other,Formal requirement,No,Internship or practical experience,4,1,False,False,275000.0
2016,Bachelor's degree,Business and economics,Clerical and administrative,Other,Gave an advantage,No,Subject studied,3,5,True,True,10000.0
2017,Higher National Diploma (HND),"Arts, communication and humanities",Experienced/professional,"Media, marketing and creative",Not required,Not completed,Subject studied,3,1,False,False,10000.0
2016,Bachelor's degree,Business and economics,Experienced/professional,"Engineering, construction and energy",Formal requirement,No,Academic credential,2,6,True,True,35000.0
2014,Bachelor's degree,Social sciences,Entry level,Finance and consulting,Formal requirement,No,Internship or practical experience,3,1,True,False,10000.0
2016,Bachelor's degree,"Arts, communication and humanities",Executive,"Media, marketing and creative",Formal requirement,No,Unknown,3,5,False,True,10000.0
2015,Ordinary National Diploma (OND),Business and economics,Entry level,Education,Formal requirement,No,No single factor,3,3,True,False,10000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Formal requirement,Not completed,Subject studied,4,4,True,False,75000.0
2015,Ordinary National Diploma (OND),Health and life sciences,Entry level,Other,Formal requirement,Not completed,Academic credential,3,4,False,True,10000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Formal requirement,Not completed,Internship or practical experience,2,3,True,False,75000.0
2016,Bachelor's degree,Business and economics,Entry level,Education,Formal requirement,Yes,Other,2,2,True,False,10000.0
2016,Bachelor's degree,Other,Entry level,Finance and consulting,Gave an advantage,Not completed,Skills and prior experience,3,3,True,False,35000.0
2017,Bachelor's degree,Social sciences,Entry level,Finance and consulting,Not required,Not completed,Internship or practical experience,2,6,True,True,10000.0
2016,Bachelor's degree,Business and economics,Experienced/professional,Other,Gave an advantage,No,Academic credential,3,6,True,True,35000.0
2017,Bachelor's degree,Engineering and built environment,Experienced/professional,Technology and telecommunications,Not required,Not completed,Internship or practical experience,4,6,True,True,35000.0
2015,Bachelor's degree,Social sciences,Entry level,Education,Formal requirement,Yes,Internship or practical experience,2,1,False,True,35000.0
2015,Bachelor's degree,Law,Entry level,Other,Formal requirement,No,Unknown,4,4,False,True,35000.0
2015,Bachelor's degree,Business and economics,Entry level,Public and nonprofit,Formal requirement,No,Skills and prior experience,3,6,True,True,35000.0
2013,Bachelor's degree,Business and economics,Clerical and administrative,Trade and services,Not required,No,Subject studied,1,3,False,True,75000.0
2013,Bachelor's degree,Education,Experienced/professional,Education,Formal requirement,No,Academic credential,3,5,True,True,35000.0
2014,Master's degree,Other,Entry level,Other,Formal requirement,No,Academic credential,3,4,False,True,10000.0
2013,Bachelor's degree,Social sciences,Entry level,Trade and services,Not required,No,No single factor,2,2,False,False,35000.0
2016,Bachelor's degree,Law,Experienced/professional,Other,Formal requirement,No,Academic credential,3,1,False,False,75000.0
2015,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Formal requirement,No,Unknown,3,2,False,False,75000.0
2017,Bachelor's degree,"Arts, communication and humanities",Entry level,Trade and services,Gave an advantage,Not completed,No single factor,2,4,False,True,275000.0
2016,Bachelor's degree,Business and economics,Entry level,Technology and telecommunications,Not required,No,No single factor,3,5,True,True,35000.0
2015,Bachelor's degree,Social sciences,Entry level,Technology and telecommunications,Formal requirement,No,No single factor,1,5,False,True,75000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,Finance and consulting,Formal requirement,No,Academic credential,4,6,True,True,35000.0
2015,Master's degree,Engineering and built environment,Experienced/professional,"Engineering, construction and energy",Not required,No,Internship or practical experience,3,2,True,False,35000.0
2016,Bachelor's degree,Business and economics,Managerial,Finance and consulting,Gave an advantage,Not completed,Subject studied,3,5,True,True,35000.0
2013,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Formal requirement,Yes,Skills and prior experience,3,6,True,True,35000.0
2015,Bachelor's degree,Technology and computing,Entry level,"Media, marketing and creative",Not required,No,Other,1,3,True,False,10000.0
2015,Bachelor's degree,"Arts, communication and humanities",Entry level,"Media, marketing and creative",Formal requirement,No,Other,3,6,True,True,35000.0
2015,Bachelor's degree,Technology and computing,Clerical and administrative,Public and nonprofit,Formal requirement,No,No single factor,3,1,False,False,10000.0
2015,Bachelor's degree,Technology and computing,Clerical and administrative,Public and nonprofit,Gave an advantage,No,Internship or practical experience,2,3,False,True,35000.0
2015,Bachelor's degree,Other,Entry level,Other,Not required,No,Other,2,1,False,False,35000.0
2015,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Not required,No,Academic credential,3,1,False,False,10000.0
2014,Bachelor's degree,Law,Experienced/professional,Other,Formal requirement,No,Skills and prior experience,2,4,False,True,10000.0
2013,Bachelor's degree,Social sciences,Entry level,Other,Not required,No,Internship or practical experience,2,4,False,True,10000.0
2013,Master's degree,Business and economics,Entry level,Finance and consulting,Gave an advantage,No,Academic credential,3,5,True,True,35000.0
2017,Bachelor's degree,Technology and computing,Entry level,Finance and consulting,Formal requirement,Not completed,Subject studied,3,1,False,False,75000.0
2015,Bachelor's degree,Business and economics,Entry level,"Engineering, construction and energy",Formal requirement,Yes,Internship or practical experience,2,1,False,False,35000.0
2017,Ordinary National Diploma (OND),Business and economics,Entry level,Finance and consulting,Formal requirement,No,Internship or practical experience,3,1,False,False,35000.0
2014,Bachelor's degree,Business and economics,Entry level,Technology and telecommunications,Formal requirement,No,Subject studied,3,1,False,False,35000.0
2015,Bachelor's degree,Technology and computing,Clerical and administrative,Other,Formal requirement,No,Subject studied,2,2,False,True,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Trade and services,Not required,Not completed,No single factor,2,1,False,True,10000.0
2017,Bachelor's degree,Business and economics,Clerical and administrative,Technology and telecommunications,Formal requirement,Not completed,Internship or practical experience,3,6,True,True,75000.0
2017,Bachelor's degree,Education,Entry level,Trade and services,Formal requirement,Not completed,Academic credential,1,0,False,False,75000.0
2015,Master's degree,Technology and computing,Entry level,Technology and telecommunications,Gave an advantage,No,Subject studied,4,6,True,True,35000.0
2017,Bachelor's degree,Engineering and built environment,Entry level,Technology and telecommunications,Gave an advantage,No,No single factor,3,6,True,True,35000.0
2014,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Formal requirement,No,Subject studied,4,3,True,True,75000.0
2014,Bachelor's degree,Health and life sciences,Entry level,Finance and consulting,Gave an advantage,No,Unknown,3,3,False,True,10000.0
2013,MBA degree,Business and economics,Clerical and administrative,Finance and consulting,Gave an advantage,No,Internship or practical experience,4,1,False,False,75000.0
2014,Bachelor's degree,Other,Entry level,Education,Formal requirement,No,No single factor,1,1,True,False,35000.0
2016,Bachelor's degree,Business and economics,Entry level,Health,Not required,No,Unknown,1,1,True,False,35000.0
2017,Bachelor's degree,"Arts, communication and humanities",Clerical and administrative,Trade and services,Not required,Not completed,Unknown,3,4,True,True,10000.0
2017,Bachelor's degree,Business and economics,Experienced/professional,"Media, marketing and creative",Gave an advantage,No,Unknown,3,1,False,False,75000.0
2016,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Gave an advantage,Not completed,Internship or practical experience,3,3,True,False,35000.0
2017,Bachelor's degree,"Arts, communication and humanities",Entry level,Finance and consulting,Formal requirement,No,Academic credential,2,3,False,True,35000.0
2017,Bachelor's degree,Business and economics,Entry level,Finance and consulting,Not required,No,Internship or practical experience,4,1,False,True,35000.0
2016,Bachelor's degree,Social sciences,Entry level,"Engineering, construction and energy",Formal requirement,No,Academic credential,3,6,True,True,35000.0
2017,Bachelor's degree,Business and economics,Entry level,Other,Gave an advantage,Not completed,Internship or practical experience,3,3,False,True,35000.0
2015,Higher National Diploma (HND),Engineering and built environment,Entry level,Technology and telecommunications,Not required,No,Subject studied,3,6,True,True,75000.0
2014,Bachelor's degree,Social sciences,Clerical and administrative,Trade and services,Gave an advantage,Yes,Other,4,1,True,False,35000.0
2017,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Not required,No,Subject studied,4,6,True,True,275000.0
2014,Bachelor's degree,Technology and computing,Entry level,Finance and consulting,Formal requirement,No,Skills and prior experience,3,3,True,False,75000.0
2013,Bachelor's degree,Business and economics,Entry level,"Media, marketing and creative",Not required,No,Subject studied,3,1,False,False,35000.0
2014,Bachelor's degree,Engineering and built environment,Entry level,Trade and services,Not required,No,No single factor,3,3,True,False,35000.0
2014,Bachelor's degree,Technology and computing,Entry level,Trade and services,Not required,No,Subject studied,4,6,True,True,10000.0
2017,Bachelor's degree,Technology and computing,Entry level,Technology and telecommunications,Gave an advantage,No,Academic credential,3,6,True,True,35000.0
2016,Bachelor's degree,Engineering and built environment,Experienced/professional,"Engineering, construction and energy",Formal requirement,Yes,Subject studied,4,3,False,True,75000.0
2017,Bachelor's degree,Business and economics,Entry level,Trade and services,Not required,Not completed,No single factor,3,6,True,True,35000.0
2014,Bachelor's degree,Engineering and built environment,Experienced/professional,"Engineering, construction and energy",Not required,No,Internship or practical experience,3,1,False,False,75000.0
2016,Bachelor's degree,Technology and computing,Experienced/professional,Public and nonprofit,Formal requirement,No,Internship or practical experience,3,1,True,False,35000.0
2016,Bachelor's degree,"Arts, communication and humanities",Clerical and administrative,"Media, marketing and creative",Not required,Not completed,No single factor,3,1,False,False,35000.0
2016,Bachelor's degree,Engineering and built environment,Entry level,"Engineering, construction and energy",Gave an advantage,Not completed,Unknown,1,2,True,False,10000.0
